X1,X2,X3,X4,X5,Y
41.7022004702574,72.0324493442158,0.011437481734488664,55.489731259416246,30.233257263183976,1.9886118793491718
14.675589081711305,9.233859476879779,18.62602113776709,29.972511048465385,34.556072704304775,2.4130240981249482
39.67674742306699,53.88167340033569,41.91945144032948,97.68450211625597,68.52195003967594,16.190434103273375
20.445224973151742,87.81174363909454,2.7387593197926163,25.249649315296104,67.04675101784022,5.5474650007343875
41.730480236712694,55.868982844575164,14.038693859523377,60.78343936560123,19.81014890848788,2.309245492424883
80.07445686755366,96.82615757193975,31.342417815924286,134.11781300093344,69.23226156693141,20.290729718971214
87.63891522960382,89.46066635038473,8.504421136977792,110.91055410892584,3.905478323288236,3.2229039413766665
16.98304195645689,87.8142503429413,9.83468338330501,28.07383443039298,42.11076250050522,2.746903121833493
95.7889530150502,53.316528497301704,69.18771139504733,170.8500176047485,31.551563100606295,15.853755405058878
68.65009276815837,83.46256718973729,1.8288277344191806,62.16514249810661,75.01443149449675,9.766027488529453
98.88610889064947,74.81656543798394,28.044399206440517,128.94762466097222,78.92793284514885,36.239633859608695
10.322600657764202,44.78935261759052,90.85955030930955,152.4371316882145,29.36141483736795,7.859221075926727
28.777533858634875,13.002857211827767,1.9366957870297075,52.11727733849105,67.8835532939891,5.460880420288724
21.162811600005902,26.554665937222623,49.15731592803383,98.32953367820488,5.336254511708038,3.5743104729387416
57.411760549201304,14.672857490581015,58.93055369032842,164.00532194679226,69.97583600209312,20.348647333207744
10.233442882782583,41.40559878195683,69.44001577277452,117.77363565978109,41.417926952690266,7.488981386046567
4.995345894608716,53.58964059155116,66.37946452197887,115.79429023962324,51.48891120583086,9.769277604941202
94.45947559908133,58.65550405019929,90.34019152878835,233.21089351602453,13.747470414623752,16.964734135902244
13.927634725075855,80.73912887095238,39.767683698553355,81.13290361501221,16.53541971169328,2.9943918146341075
92.75085803960339,34.776585974550656,75.08121031361556,196.1027487696004,72.59979853504515,52.38063340560234
88.33060912058099,62.36722070556089,75.09424340273372,197.87102644946026,34.88983419778425,13.409323413033029
26.99278917650261,89.58862181960669,42.809118987129494,106.28758337359939,96.48400471483856,50.89883056767221
66.3441497818448,62.16957202091218,11.474597295337519,92.85313777171697,94.94892587070713,32.394994889203275
44.991213347994055,57.83896143871318,40.81368027612812,92.65982949102961,23.70269802430277,4.0788695587739445
90.33795205622538,57.36794866722859,0.287032703115897,101.51965802927204,61.71449136207239,7.136859552223459
32.664490177209615,52.70581022576093,88.59420993107744,177.87249851919321,35.72697600024998,12.233234548532947
90.85351509197992,62.33601157918027,1.5821242846556283,90.47067888260626,92.94372337437613,31.479552758444164
69.0896917516924,99.73228504514805,17.234050834532855,98.28120369415308,13.713574962887776,2.854657809728728
93.25954630371636,69.68181614899002,6.600017272206249,97.41896860226578,75.54630526024664,20.184406946055287
75.38761884612464,92.30245355464834,71.15247586284717,185.20030526110227,12.42709619721647,9.2297775717481
1.9880133839795588,2.621098687771928,2.8306488020794607,7.805149871349358,24.62110676030459,1.2702526553375078
86.0027948682888,53.883106434165285,55.28219786857659,165.07306252552485,84.20308923596058,67.94995952404128
12.417331511991115,27.91836790111395,58.575927145828786,99.87594819942922,96.95957483196746,64.45253454839273
56.10302192557099,1.8647289372943021,80.06326726806164,170.77254915860507,23.297427384102043,11.776746918445282
80.71051956187792,38.786064406417175,86.35418545594287,217.13149559318063,74.71216427371846,70.12583404001609
55.62402339904189,13.645522566068502,5.991768951221166,58.169413629717916,12.134345574073734,2.1370878603915426
4.455187854476172,10.74941291060929,22.57093386078547,41.85201368889814,71.29889803826767,7.380126384800704
55.97169820541424,1.2555980159115854,7.197427968948677,69.57594311215817,96.7276330000272,38.63182458149949
56.81004619199421,20.329323466099048,25.232574457032342,86.77742368993688,74.3825854075093,15.89579909608301
19.542948110931878,58.135892727325775,97.00199890883124,161.05782771010288,84.68288014900352,72.87188373714476
23.984775914758615,49.376971426873,61.99557183813798,120.10326959508144,82.89808995501787,42.583229240119714
15.679139464608427,1.8576202177409518,7.002214371922233,39.926707869839575,48.63451109370318,2.2232084631742866
60.63294616533304,56.88514370864814,31.736240932216077,101.83228300117582,98.8616154412449,60.97683153831673
57.97452192457969,38.01411726235504,55.09482191178968,139.37820627760962,74.53344309065021,30.99172183803507
